image_url,Latitude,Longitude
https://drive.google.com/open?id=1e7LOXX4oIDiqSzqDCNXpjGNZr_qWT09R,18.581237,73.973685
https://drive.google.com/open?id=10mPXv8yyQmAVSL8965XoRXpZm5cHwTx7,18.489387,73.861662
https://drive.google.com/open?id=1ADRivE00zF-OxiIHJlBNKESNRCHy4rov,18.496419,73.863393
https://drive.google.com/open?id=1puI5zXEm1LIHGGbKgovrhB3MrGXU4T3H,18.496024,73.876244
https://drive.google.com/open?id=1BHy03nrO0MwwSrjjyzrMp7hvSG0GdBbD,18.48321,73.872331
https://drive.google.com/open?id=1qvnyKfWhx-14-LmulWiq6umvX51FhoOl,18.480563,73.868574
https://drive.google.com/open?id=1u8ihvPKqdJ0gcxNjxKWFQOsb1YOXLn93,18.480989,73.865198
https://drive.google.com/open?id=1nHYUXoB2AxaMECYDxU2xocj4xBzvLhFk,18.480918,73.864127
https://drive.google.com/open?id=1IFhhTx6IWegkw-WJ6p2lx2-hhf4Cjcav,18.480889,73.862865
https://drive.google.com/open?id=14izUxyHY7VM5EoD60j2iHMmFTR7xb9od,18.476458,73.862381
https://drive.google.com/open?id=1DfpilN4nbjUHyB-tAQsffY-1R2V3JljD,18.474984,73.861304
https://drive.google.com/open?id=1gJ2KNh_9lucZMiub6KEERLSDcADfl7z4,18.504596,73.868838
https://drive.google.com/open?id=13jk1yQ9_oFW-B2i5T3RuEdUuHtCTJIvM,18.502042,73.870975
https://drive.google.com/open?id=1icPUX7YMoj28_Wr4uYVy21snD8t1GrtU,18.503456,73.863696
https://drive.google.com/open?id=1xIh27A7zpMwiEb3JO5prclWE1ZcePFap,18.50182,73.867287
https://drive.google.com/open?id=1wvTcqE6Tqc-mXd_iyqKTxdDXiJT6PRS_,18.50882,73.873312
https://drive.google.com/open?id=112lGfAJEiEpiYvje14rDQfzfoemMIbqY,18.508643,73.873083
https://drive.google.com/open?id=16q8GKycUC_FI6IHwWzoTESIUL_R3XkF-,18.518257,73.867594
https://drive.google.com/open?id=1RW8RI1wxJOo_SfH2ED336cF7XuSUMWSX,18.518265,73.862586
